FirstFlrSFLog,SecondFlrSF,ThreeSsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivAreaLog,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotAreaLog,LotConfig,LotFrontageLog,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePriceLog,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
7.075808863978387,1142,0,None,4,1Fam,TA,No,998,0,GLQ,Unf,1,0,Ex,177,Y,Norm,Norm,SBrkr,0,TA,Ex,WdShing,WdShng,None,Gd,2,PConc,3,Typ,736,3,TA,Fin,TA,BuiltIn,2005,7.751475318021456,0,GasA,Ex,2Story,12,1,Ex,Lvl,Gtl,9.386392315756542,Inside,4.454347296253507,IR1,0,60,RL,286,Stone,None,0,7,NridgHt,21,5,9,Y,0,None,CompShg,Hip,Partial,12.75130259456002,New,0,Pave,11,1175,AllPub,147,2005,2006,2006
6.816735880594968,0,0,None,2,1Fam,TA,No,737,0,ALQ,Unf,1,0,TA,175,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,None,None,0,CBlock,1,Typ,352,1,TA,Unf,TA,Detchd,1962,6.816735880594968,0,GasA,TA,1Story,13,1,TA,Lvl,Gtl,9.470317173335742,Inside,4.204692619390966,IR2,0,20,RL,0,None,None,0,9,Sawyer,0,6,5,Y,0,None,CompShg,Hip,Normal,11.87757552297847,WD,176,Pave,4,912,AllPub,140,1962,1962,2008
7.3098814858247865,0,0,None,3,1Fam,TA,Av,0,0,Unf,Unf,0,0,Gd,1494,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,840,3,TA,RFn,TA,Attchd,2006,7.3098814858247865,0,GasA,Ex,1Story,14,1,Gd,Lvl,Gtl,9.273596821611198,Inside,4.5217885770490405,IR1,0,20,RL,306,Stone,None,0,8,CollgCr,33,5,7,Y,0,None,CompShg,Gable,Partial,12.540761149388421,New,0,Pave,7,1494,AllPub,160,2006,2007,2007
7.134093721192866,0,0,None,2,1Fam,TA,No,733,0,BLQ,Unf,1,0,TA,520,Y,Norm,Norm,SBrkr,176,TA,TA,MetalSd,MetalSd,GdWo,Fa,1,CBlock,1,Typ,352,1,TA,RFn,TA,Attchd,1960,7.134093721192866,1,GasA,TA,1Story,15,1,TA,Lvl,Gtl,9.298442820197728,Corner,4.532599493153256,IR1,0,20,RL,212,BrkFace,None,0,5,NAmes,213,5,6,Y,0,None,CompShg,Hip,Normal,11.964007453736912,WD,0,Pave,5,1253,AllPub,0,1960,1960,2008
6.75110146893676,0,0,None,2,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,832,Y,Norm,Norm,FuseA,0,TA,TA,WdSdng,WdSdng,GdPrv,None,0,BrkTil,1,Typ,576,2,TA,Unf,TA,Detchd,1991,6.75110146893676,0,GasA,Ex,1_5Unf,16,1,TA,Lvl,Gtl,8.71948076085107,Corner,3.9512437185814275,Reg,0,45,RM,0,None,None,0,7,BrkSide,112,8,7,Y,0,None,CompShg,Gable,Normal,11.790564777297387,WD,0,Pave,5,832,AllPub,48,1929,2001,2007
6.912742820493176,0,0,None,2,1Fam,TA,No,578,0,ALQ,Unf,1,0,TA,426,Y,Norm,Norm,SBrkr,0,TA,TA,WdSdng,WdSdng,None,TA,1,CBlock,1,Typ,480,2,TA,Fin,TA,Attchd,1970,6.912742820493176,0,GasA,Ex,1Story,17,1,TA,Lvl,Gtl,9.32741204356202,CulDSac,3.9318256327243257,IR1,0,20,RL,180,BrkFace,Shed,700,3,NAmes,0,7,6,Y,0,None,CompShg,Gable,Normal,11.91170829631447,WD,0,Pave,5,1004,AllPub,0,1970,1970,2010
7.167809184316444,0,0,None,2,Duplex,None,None,0,0,None,None,0,0,None,0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,Slab,2,Typ,516,2,TA,Unf,TA,CarPort,1967,7.167809184316444,0,GasA,TA,1Story,18,2,TA,Lvl,Gtl,9.286560397887591,Inside,4.290459441148391,Reg,0,90,RL,0,None,Shed,500,10,Sawyer,0,5,4,Y,0,None,CompShg,Gable,Normal,11.407576060361786,WD,0,Pave,6,0,AllPub,0,1967,1967,2006
7.016609683894219,0,0,None,3,1Fam,TA,No,646,0,GLQ,Unf,1,0,TA,468,Y,RRAe,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,1,Typ,576,2,TA,Unf,TA,Detchd,2004,7.016609683894219,1,GasA,Ex,1Story,19,1,Gd,Lvl,Gtl,9.524859098381523,Inside,4.204692619390966,Reg,0,20,RL,0,None,None,0,6,SawyerW,102,5,5,Y,0,None,CompShg,Gable,Normal,11.976665770490767,WD,0,Pave,6,1114,AllPub,0,2004,2004,2008
7.200424892944957,0,0,None,3,1Fam,TA,No,504,0,LwQ,Unf,0,0,TA,525,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,Plywood,MnPrv,None,0,CBlock,1,Min1,294,1,TA,Unf,TA,Attchd,1958,7.200424892944957,0,GasA,TA,1Story,20,1,TA,Lvl,Gtl,8.93075873555827,Inside,4.2626798770413155,Reg,0,20,RL,0,None,None,0,5,NAmes,0,6,5,Y,0,None,CompShg,Hip,Abnorml,11.842236406331555,COD,0,Pave,6,1029,AllPub,0,1958,1965,2009
7.055312843339752,1218,0,None,4,1Fam,TA,Av,0,0,Unf,Unf,0,0,Ex,1158,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,3,Typ,853,3,TA,RFn,TA,BuiltIn,2005,7.773594467360194,1,GasA,Ex,2Story,21,1,Gd,Lvl,Gtl,9.562123369834488,Corner,4.624972813284271,IR1,0,60,RL,380,BrkFace,None,0,11,NridgHt,154,5,8,Y,0,None,CompShg,Gable,Partial,12.692506186542177,New,0,Pave,9,1158,AllPub,240,2005,2006,2006
7.011213987350367,0,0,Grvl,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,637,Y,Norm,Norm,FuseF,205,TA,TA,WdSdng,WdSdng,GdPrv,Gd,1,PConc,1,Typ,280,1,TA,Unf,TA,Attchd,1930,7.011213987350367,0,GasA,Ex,1_5Unf,22,1,Gd,Bnk,Gtl,8.915969311373605,Inside,4.060443010546419,Reg,0,45,RM,0,None,None,0,6,IDOTRR,0,7,7,N,0,None,CompShg,Gable,Normal,11.845109950883979,WD,0,Pave,6,637,AllPub,0,1930,1950,2007
7.493317248862145,0,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1777,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,534,2,TA,RFn,TA,Attchd,2002,7.493317248862145,0,GasA,Ex,1Story,23,1,Gd,Lvl,Gtl,9.184304357425342,Inside,4.330733340286331,Reg,0,20,RL,281,BrkFace,None,0,9,CollgCr,159,5,8,Y,0,None,CompShg,Hip,Normal,12.345838935721968,WD,0,Pave,7,1777,AllPub,171,2002,2002,2008
6.966967138613983,0,0,None,3,TwnhsE,TA,No,840,0,GLQ,Unf,1,0,Gd,200,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,None,TA,1,PConc,1,Typ,572,2,TA,Unf,TA,Attchd,1976,6.966967138613983,0,GasA,TA,1Story,24,1,TA,Lvl,Gtl,8.348774539791274,Inside,3.8066624897703196,Reg,0,120,RM,0,None,None,0,6,MeadowV,110,7,5,Y,0,None,CompShg,Gable,Normal,11.774527900858468,WD,0,Pave,6,1040,AllPub,100,1976,1976,2007
6.966967138613983,0,0,None,3,1Fam,TA,Mn,188,668,Rec,ALQ,1,0,TA,204,Y,Norm,Norm,SBrkr,0,Gd,TA,Plywood,Plywood,MnPrv,TA,1,CBlock,1,Typ,270,1,TA,Unf,TA,Attchd,1968,6.966967138613983,0,GasA,Ex,1Story,25,1,Gd,Lvl,Gtl,9.017604776833355,Inside,4.276666119016055,IR1,0,20,RL,0,None,None,0,5,Sawyer,90,8,5,Y,0,None,CompShg,Gable,Normal,11.944714374881176,WD,0,Pave,6,1060,AllPub,406,1968,2001,2010
7.3783837129967145,0,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1566,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,890,3,TA,RFn,TA,Attchd,2007,7.3783837129967145,0,GasA,Ex,1Story,26,1,Gd,Lvl,Gtl,9.56317796268366,Corner,4.709530201312334,Reg,0,20,RL,640,Stone,None,0,7,NridgHt,56,5,8,Y,0,None,CompShg,Gable,Normal,12.454107814022272,WD,0,Pave,7,1566,AllPub,0,2007,2007,2009
6.803505257608338,0,0,None,3,1Fam,TA,Mn,234,486,BLQ,Rec,0,1,TA,180,Y,Norm,Norm,SBrkr,0,TA,TA,WdSdng,WdSdng,None,None,0,CBlock,1,Typ,576,2,TA,Unf,TA,Detchd,2005,6.803505257608338,0,GasA,TA,1Story,27,1,Gd,Lvl,Gtl,8.881975184248867,Corner,4.110873864173311,Reg,0,20,RL,0,None,None,0,5,NAmes,32,7,5,Y,0,None,CompShg,Gable,Normal,11.811554895830454,WD,0,Pave,5,900,AllPub,222,1951,2000,2010
7.4413203897176174,0,0,None,3,1Fam,TA,No,1218,0,GLQ,Unf,1,0,Ex,486,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,772,3,TA,RFn,TA,Attchd,2008,7.4413203897176174,0,GasA,Ex,1Story,28,1,Gd,Lvl,Gtl,9.348274558065496,Inside,4.59511985013459,Reg,0,20,RL,200,Stone,None,0,5,NridgHt,50,5,8,Y,0,None,CompShg,Gable,Normal,12.631343648903034,WD,0,Pave,7,1704,AllPub,0,2007,2008,2010
7.3783837129967145,0,0,None,2,1Fam,TA,Gd,1277,0,BLQ,Unf,1,0,TA,207,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,Gd,2,CBlock,1,Typ,319,1,TA,RFn,TA,Attchd,1957,7.3783837129967145,0,GasA,TA,1Story,29,1,TA,Lvl,Gtl,9.700269170029188,CulDSac,3.871201010907891,IR1,0,20,RL,0,None,None,0,12,NAmes,258,6,5,Y,0,None,CompShg,Gable,Normal,12.242891437918386,WD,0,Pave,6,1484,AllPub,288,1957,1997,2006
6.255750041753367,0,0,None,1,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,520,N,Feedr,RRNn,SBrkr,87,TA,TA,MetalSd,MetalSd,None,None,0,BrkTil,1,Typ,240,1,TA,Unf,Fa,Detchd,1920,6.255750041753367,0,GasA,Fa,1Story,30,1,Fa,Lvl,Gtl,8.752265313595721,Inside,4.110873864173311,IR1,0,30,RM,0,None,None,0,5,BrkSide,0,6,4,Y,0,None,CompShg,Gable,Normal,11.134603622683905,WD,0,Pave,4,520,AllPub,49,1927,1950,2008
6.476972362889683,668,0,Pave,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,649,N,Feedr,Norm,SBrkr,172,Fa,TA,BrkFace,BrkFace,MnPrv,None,0,BrkTil,1,Typ,250,1,Fa,Unf,TA,Detchd,1920,7.183870715062453,0,GasA,TA,2Story,31,1,TA,Lvl,Gtl,9.04793908261736,Inside,3.9318256327243257,Reg,0,70,all,0,None,None,0,7,IDOTRR,54,4,4,N,0,None,CompShg,Gambrel,Normal,10.596659732783579,WD,0,Pave,6,649,AllPub,0,1920,1950,2008
7.113956109566034,0,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,1228,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,1,Typ,271,1,TA,Unf,TA,Attchd,1966,7.113956109566034,1,GasA,Gd,1Story,32,1,Gd,Lvl,Gtl,9.053101595549691,CulDSac,3.9318256327243257,IR1,0,20,RL,0,None,None,0,6,Sawyer,65,6,5,Y,0,None,CompShg,Gable,Normal,11.914054519303125,WD,0,Pave,6,1228,AllPub,0,1966,2006,2008
7.118826249062078,0,0,None,3,1Fam,TA,Av,0,0,Unf,Unf,0,0,Ex,1234,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,484,2,TA,RFn,TA,Attchd,2007,7.118826249062078,0,GasA,Ex,1Story,33,1,Gd,Lvl,Gtl,9.3101857069459,Corner,4.454347296253507,Reg,0,20,RL,0,None,None,0,1,CollgCr,30,5,8,Y,0,None,CompShg,Gable,Normal,12.100161978566867,WD,0,Pave,7,1234,AllPub,0,2007,2007,2008
7.438971592395862,0,0,None,4,1Fam,TA,No,1018,0,Rec,Unf,0,1,TA,380,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,BrkFace,None,Gd,1,CBlock,1,Typ,447,2,TA,RFn,TA,Attchd,1959,7.438971592395862,1,GasA,Gd,1Story,34,1,Gd,Lvl,Gtl,9.26416545867109,Inside,4.2626798770413155,IR1,0,20,RL,0,None,None,0,4,NAmes,38,5,5,Y,0,None,CompShg,Hip,Normal,12.016732516077072,WD,0,Pave,6,1398,AllPub,0,1959,1959,2010
7.3537223303996315,0,0,None,2,TwnhsE,TA,No,1153,0,GLQ,Unf,1,0,Ex,408,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,None,Gd,1,PConc,2,Typ,556,2,TA,Fin,TA,Attchd,2005,7.3537223303996315,0,GasA,Ex,1Story,35,1,Ex,Lvl,Gtl,8.897545598709327,Inside,4.110873864173311,Reg,0,120,RL,246,BrkFace,None,0,8,NridgHt,47,5,9,Y,0,None,CompShg,Hip,Normal,12.533579815765737,WD,0,Pave,6,1561,AllPub,203,2005,2005,2007
7.0326242610280065,1320,0,None,4,1Fam,TA,Av,0,0,Unf,Unf,0,0,Ex,1117,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,3,Typ,691,3,TA,Fin,TA,BuiltIn,2004,7.8050670442584895,1,GasA,Ex,2Story,36,1,Gd,Lvl,Gtl,9.504426892100957,Inside,4.6913478822291435,Reg,0,60,RL,132,Stone,None,0,9,NridgHt,32,5,8,Y,0,None,CompShg,Gable,Normal,12.6410997921206,WD,0,Pave,9,1117,AllPub,113,2004,2005,2006
7.001245622069476,0,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1097,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,1,Typ,672,2,TA,Unf,TA,Attchd,1995,7.001245622069476,1,GasA,Ex,1Story,37,1,TA,Lvl,Gtl,9.292841593487926,Corner,4.727387818712341,Reg,0,20,RL,0,None,None,0,6,CollgCr,64,5,5,Y,0,None,CompShg,Gable,Normal,11.884495917930655,WD,0,Pave,6,1097,AllPub,392,1994,1995,2009
7.168579897264035,0,0,None,3,1Fam,TA,No,1213,0,Rec,Unf,0,1,TA,84,Y,Norm,Norm,SBrkr,0,TA,TA,WdSdng,WdSdng,None,TA,1,CBlock,1,Typ,498,2,TA,Fin,TA,Attchd,1954,7.168579897264035,0,GasA,Gd,1Story,38,1,TA,Lvl,Gtl,9.051696278536586,Inside,4.31748811353631,Reg,0,20,RL,650,BrkFace,None,0,10,NAmes,0,6,5,Y,0,None,CompShg,Hip,Normal,11.938199736300925,WD,0,Pave,5,1297,AllPub,0,1954,1990,2009
6.964135612418245,0,0,None,3,1Fam,TA,No,731,0,GLQ,Unf,1,0,TA,326,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,None,None,0,CBlock,1,Typ,246,1,TA,Unf,TA,Detchd,1953,6.964135612418245,0,GasA,TA,1Story,39,1,Gd,Lvl,Gtl,8.977525200965243,Inside,4.23410650459726,Reg,0,20,RL,0,None,None,0,1,NAmes,52,7,5,Y,0,None,CompShg,Gable,Abnorml,11.599112335481124,WD,0,Pave,5,1057,AllPub,0,1953,2007,2010
7.050122520269059,0,0,None,2,Duplex,None,None,0,0,None,None,0,0,None,0,N,Norm,Norm,FuseP,0,TA,TA,AsbShng,Plywood,None,None,0,PConc,2,Typ,0,0,None,None,None,None,1955,7.050122520269059,0,GasA,TA,1Story,40,2,Fa,Lvl,Gtl,8.706324840138741,Inside,4.189654742026425,Reg,0,90,RL,0,None,None,0,6,Edwards,0,5,4,N,0,None,CompShg,Gable,AdjLand,11.314486721293981,WD,0,Pave,6,0,AllPub,0,1955,1955,2008
7.1891677384203225,0,0,None,3,1Fam,TA,No,643,0,Rec,Unf,0,0,TA,445,Y,Norm,Norm,SBrkr,0,TA,TA,WdSdng,WdSdng,GdWo,TA,1,CBlock,2,Typ,440,2,TA,RFn,TA,Attchd,1965,7.1891677384203225,0,GasA,Ex,1Story,41,1,TA,Lvl,Gtl,9.066354521447801,Inside,4.442651256490317,Reg,0,20,RL,101,BrkFace,None,0,12,NAmes,138,5,6,Y,0,None,CompShg,Gable,Abnorml,11.982935344196433,WD,0,Pave,6,1088,AllPub,0,1965,1965,2006
7.192182058713246,0,0,None,2,1Fam,TA,Gd,967,0,BLQ,Unf,0,1,TA,383,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,None,Gd,2,CBlock,1,Typ,308,1,TA,RFn,TA,Attchd,1959,7.192182058713246,1,GasA,Gd,1Story,42,1,TA,Lvl,Gtl,9.735423867488873,Inside,4.7535901911063645,Reg,0,20,RL,0,None,None,0,7,Timber,104,6,5,P,0,None,CompShg,Gable,Normal,12.04355959836804,WD,0,Pave,5,1350,AllPub,0,1959,1959,2007
6.785587645007929,0,0,None,2,1Fam,TA,Av,747,93,ALQ,LwQ,1,0,Gd,0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,1,Typ,504,2,Gd,RFn,TA,Attchd,1983,6.785587645007929,0,GasA,Gd,SFoyer,43,1,Gd,Lvl,Gtl,9.1248914101437,CulDSac,3.9318256327243257,IR1,0,85,RL,0,None,None,0,12,SawyerW,0,7,5,Y,0,None,CompShg,Gable,Normal,11.87757552297847,WD,0,Pave,5,840,AllPub,240,1983,1983,2007
6.844815479208263,0,0,None,3,1Fam,TA,Av,280,491,LwQ,BLQ,1,0,Gd,167,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,MnPrv,None,0,CBlock,1,Typ,308,1,TA,Unf,TA,Detchd,1977,6.844815479208263,0,GasA,TA,1Story,44,1,TA,Lvl,Gtl,9.127067452782361,CulDSac,3.9318256327243257,IR1,0,20,RL,0,None,None,0,7,CollgCr,0,6,5,Y,0,None,CompShg,Hip,Normal,11.777218637129327,WD,0,Pave,5,938,AllPub,145,1975,1980,2008
7.048386408721883,0,0,None,3,1Fam,TA,No,179,506,ALQ,BLQ,1,0,TA,465,Y,Norm,Norm,FuseA,0,TA,TA,BrkFace,WdSdng,None,None,0,CBlock,1,Typ,300,1,TA,RFn,TA,Attchd,1959,7.048386408721883,0,GasA,Ex,1Story,45,1,TA,Lvl,Gtl,8.980423936374544,Inside,4.2626798770413155,Reg,0,20,RL,0,None,None,0,5,NAmes,0,6,5,Y,0,None,CompShg,Gable,Normal,11.856522261533737,WD,0,Pave,6,1150,AllPub,0,1959,1959,2006
7.469083884921234,0,0,None,2,TwnhsE,TA,No,456,0,GLQ,Unf,1,0,Ex,1296,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,None,Gd,1,PConc,2,Typ,576,2,TA,RFn,TA,Attchd,2005,7.469083884921234,0,GasA,Ex,1Story,46,1,Ex,Lvl,Gtl,8.943636705909594,Inside,4.127134385045092,Reg,0,120,RL,412,BrkFace,None,0,2,NridgHt,82,5,9,Y,0,None,CompShg,Hip,Normal,12.675766851909591,WD,0,Pave,6,1752,AllPub,196,2005,2005,2010
